FormA_Item1,FormA_Item2,FormA_Item3,FormA_Item4,FormA_Item5,FormA_Item6,FormA_Item7,FormA_Item8,FormA_Item9,FormA_Item10,FormB_Item1,FormB_Item2,FormB_Item3,FormB_Item4,FormB_Item5,FormB_Item6,FormB_Item7,FormB_Item8,FormB_Item9,FormB_Item10
1,3,2,4,3,4,4,1,3,1,1,2,2,2,4,2,2,4,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
4,3,1,2,3,2,4,3,4,3,4,2,3,3,2,3,1,1,3,1
2,4,5,3,4,5,5,4,4,5,5,5,4,4,3,3,4,3,2,4
3,5,5,5,4,4,3,5,5,4,4,5,4,5,4,3,4,4,5,5
4,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,3,2,2,2
1,1,2,2,1,2,1,2,1,2,1,3,2,1,3,1,3,1,1,1
5,5,5,5,5,4,5,4,5,4,5,4,4,5,5,5,4,5,5,5
2,4,3,2,2,2,2,1,2,3,1,2,4,2,3,4,4,1,2,2
3,3,4,4,2,3,4,2,1,2,3,3,3,2,3,4,2,3,3,2
4,3,4,4,3,2,3,2,5,4,3,4,3,2,2,4,5,4,2,3
1,3,1,1,1,1,1,2,2,2,1,2,1,1,3,1,1,1,2,1
2,1,2,1,3,1,2,1,2,2,1,4,3,2,4,1,3,2,2,1
1,1,2,4,1,1,2,1,3,1,1,3,1,2,1,3,1,1,1,1
1,3,1,1,3,4,4,1,1,1,1,1,2,1,1,4,3,3,1,5
5,3,2,2,4,4,3,3,4,1,3,3,3,2,3,2,3,3,3,3
3,1,3,3,1,1,2,2,2,1,1,1,1,3,2,2,1,2,2,1
2,4,4,2,4,2,2,3,4,3,4,3,3,3,1,3,5,2,3,4
3,3,3,4,4,4,2,4,4,3,4,4,3,4,5,5,3,3,5,4
3,2,1,1,3,1,3,2,2,3,2,2,2,3,1,2,2,1,1,3
4,3,4,4,2,3,1,4,4,3,2,2,2,3,3,4,3,3,2,2
5,4,3,5,3,3,4,4,3,3,3,4,4,5,4,5,4,3,4,4
3,5,4,4,4,3,5,4,4,4,3,3,5,5,4,5,3,5,3,5
5,4,4,3,1,4,3,3,2,3,1,3,4,5,2,3,4,3,4,3
2,2,3,4,2,2,3,3,3,3,2,3,2,4,3,4,3,4,2,5
4,4,4,2,3,4,3,2,3,4,3,3,2,5,4,2,3,4,3,3
5,3,3,3,5,5,4,2,4,5,4,3,4,4,5,5,4,5,3,4
4,3,2,4,4,4,3,5,4,5,4,4,3,3,3,4,3,4,3,4
3,2,4,4,3,3,5,4,4,2,5,4,5,5,3,4,5,4,3,4
2,3,4,2,2,3,3,4,3,1,3,2,1,2,4,1,2,1,5,3
5,4,3,3,5,3,1,5,3,3,5,3,2,4,5,4,4,3,3,5
3,2,3,4,3,4,2,2,3,3,3,2,3,5,2,5,2,4,2,2
2,2,3,1,3,1,3,3,3,1,3,2,2,3,4,3,1,2,3,3
1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,3,1
3,4,3,4,3,4,5,5,4,4,2,3,5,5,3,5,3,3,3,5
1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,1,1,1,1,2
3,4,3,3,3,3,5,3,3,4,2,2,2,3,3,3,3,3,3,2
1,3,2,2,4,3,3,3,5,3,4,4,3,3,1,2,2,3,2,3
2,3,4,3,4,4,2,4,4,2,3,5,2,4,2,4,5,5,4,4
2,3,4,4,4,2,3,1,4,5,3,3,4,2,4,3,3,1,1,5
1,2,3,3,2,3,2,2,5,2,2,3,1,1,1,1,3,1,2,1
4,4,5,3,4,3,2,4,4,4,3,5,4,3,4,4,5,5,3,5
5,3,5,4,3,4,5,5,5,5,5,4,4,5,3,5,4,5,4,5
2,3,5,5,4,4,5,4,4,4,5,3,4,3,4,4,4,3,4,4
1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2
5,3,5,3,4,4,4,5,3,3,4,3,3,5,5,4,5,4,4,5
2,3,2,3,2,2,3,3,3,4,4,3,3,2,2,2,2,3,2,4
3,5,4,3,5,3,5,4,3,3,4,3,5,4,3,5,2,2,4,4
4,4,5,3,3,4,4,3,5,2,5,3,4,1,4,3,4,3,4,4
3,2,5,2,3,4,2,2,2,2,4,3,2,4,3,4,3,3,2,2
3,2,3,3,2,2,4,4,5,3,3,3,2,2,3,1,4,2,2,2
4,4,5,3,4,3,5,3,3,4,4,5,4,5,5,5,5,5,5,3
4,4,3,3,4,3,3,3,4,3,3,1,4,4,3,3,3,4,4,4
3,4,2,4,2,2,4,4,4,5,4,5,3,4,5,4,5,4,3,4
5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,2,4,5,3,4,2,4,4,4,5,3,4,4,4,4,2,4,3,3
4,4,3,4,2,3,3,3,4,5,1,2,4,4,3,2,4,4,4,3
1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1
4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
2,3,3,1,3,5,3,3,3,4,1,3,2,2,2,2,1,2,1,3
5,5,5,5,5,3,5,5,5,5,5,4,5,5,3,2,5,5,4,5
4,4,3,1,5,2,4,3,4,5,3,5,3,2,5,3,4,5,3,4
4,3,5,5,4,5,5,4,4,5,3,4,5,5,4,5,4,5,5,4
4,4,3,3,1,4,4,2,3,3,2,3,3,1,2,2,2,4,2,4
3,4,4,5,3,2,2,3,3,5,4,3,4,2,4,3,3,1,3,4
2,3,3,3,4,3,3,4,5,3,5,3,2,5,3,4,5,2,4,4
3,3,3,1,2,4,2,4,3,2,3,3,4,1,2,1,2,2,3,3
4,3,4,4,3,4,3,2,4,1,3,2,1,5,4,4,3,3,3,4
4,5,4,5,4,4,5,3,3,4,3,5,4,5,3,4,3,4,4,4
3,1,4,2,2,3,3,3,3,2,4,3,3,5,3,5,3,4,4,3
1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2
3,1,1,3,1,3,2,3,3,4,1,4,4,3,3,5,3,1,2,3
2,1,3,4,4,5,4,4,4,5,3,2,4,5,4,3,3,3,2,4
2,5,4,4,3,3,3,4,5,4,3,5,2,4,2,3,2,3,3,5
4,2,2,4,5,3,3,1,4,4,3,4,5,3,3,4,4,3,4,3
1,1,1,3,1,2,3,2,1,1,1,2,2,1,2,2,2,3,2,1
5,2,3,4,4,4,2,4,5,5,2,3,3,3,5,2,4,3,4,4
3,2,4,5,4,5,3,3,4,4,4,3,5,4,5,5,5,5,4,4
4,4,5,4,3,2,5,5,3,3,5,4,3,5,4,5,5,3,4,4
4,3,3,2,3,3,4,4,3,4,4,4,3,3,5,3,4,2,3,3
4,3,3,2,2,2,2,3,3,4,3,4,3,1,2,3,2,3,3,3
4,4,5,5,3,4,5,5,5,5,5,5,2,3,3,4,4,4,5,5
1,1,2,3,3,2,3,2,1,2,1,1,1,1,1,1,1,4,1,1
2,2,3,3,3,1,2,2,4,2,1,2,2,1,4,2,2,1,4,1
5,3,2,3,2,4,3,4,5,2,3,5,4,5,3,1,4,4,4,3
2,1,1,2,1,3,2,1,2,3,2,1,2,3,2,3,1,3,2,2
1,4,4,3,4,4,5,4,4,4,3,3,3,3,5,4,4,3,3,4
5,4,3,5,5,3,4,5,5,5,5,5,4,5,5,4,5,5,3,5
4,3,1,2,3,2,4,3,1,2,4,2,3,3,2,3,4,4,3,3
3,2,3,3,2,2,3,4,2,4,3,1,2,3,2,2,5,2,2,1
3,3,4,3,3,3,3,3,2,3,4,4,2,5,5,3,4,4,3,3
3,3,2,2,4,2,4,3,4,4,2,4,1,3,2,2,2,4,5,2
4,3,5,4,3,5,5,3,4,5,4,3,4,5,4,5,3,4,2,4
3,3,5,4,5,3,3,4,4,4,4,3,4,4,5,4,5,4,4,5
3,2,4,3,4,4,2,2,2,3,4,2,3,2,2,3,3,2,5,1
1,2,2,2,2,2,2,2,2,3,2,3,1,2,2,3,3,2,4,2
2,1,2,1,1,1,1,1,4,2,1,1,1,2,3,2,1,1,1,1
4,2,3,3,2,3,1,2,2,3,5,2,4,2,2,2,2,2,1,2
4,4,2,5,4,5,4,4,4,2,4,3,5,4,3,4,5,4,2,5
2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1
2,3,3,2,1,3,2,3,1,2,2,3,2,2,2,4,1,2,1,1
4,2,2,2,4,4,5,2,3,5,4,4,2,4,4,4,4,1,4,4
1,1,3,3,2,1,2,2,3,4,2,3,2,1,2,4,2,2,1,1
5,5,4,4,3,5,5,4,4,4,4,3,4,4,3,4,3,5,4,4
2,3,3,5,2,2,3,1,3,4,3,4,3,3,5,2,4,3,3,3
3,2,3,4,2,1,2,3,1,3,3,1,3,2,1,2,1,3,3,4
4,3,4,4,5,4,4,3,3,4,3,5,1,3,4,4,2,3,4,3
4,3,3,3,5,4,5,2,3,4,3,4,4,3,3,2,3,2,4,3
2,3,2,2,3,3,2,2,2,2,2,2,2,3,2,4,2,3,2,4
4,3,3,2,2,5,4,3,4,2,3,4,2,4,3,4,4,2,3,2
3,4,4,3,3,5,3,2,5,5,3,2,3,5,3,3,4,3,4,5
2,4,4,5,5,3,3,4,2,4,4,3,4,3,3,5,4,4,5,2
2,3,3,3,2,1,3,2,3,2,1,2,1,2,2,3,1,3,2,3
4,5,5,4,3,5,4,4,2,4,2,2,4,5,5,4,5,4,3,4
5,3,5,4,4,4,5,5,3,5,5,4,3,4,5,2,2,5,3,4
5,3,4,5,5,3,3,3,4,2,4,3,2,3,4,2,4,3,5,4
3,4,4,4,3,4,2,2,3,3,3,3,5,4,4,3,2,3,4,4
3,3,3,2,3,3,4,4,2,2,3,2,4,3,5,2,2,2,5,3
5,5,5,5,5,5,4,4,3,5,5,5,4,5,5,5,5,4,4,5
3,3,5,4,2,3,3,3,4,2,3,2,3,4,3,2,3,3,2,4
1,3,3,3,3,4,3,2,3,1,3,1,3,5,1,1,2,2,2,3
1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2
1,1,1,1,1,1,3,1,3,2,1,3,3,2,1,3,2,1,2,1
3,3,2,4,2,2,1,4,3,5,4,3,5,3,3,2,4,4,4,2
3,3,4,3,4,3,1,5,3,4,3,3,3,3,2,3,3,3,4,3
3,5,4,5,2,2,5,4,3,2,5,3,4,3,4,3,4,5,4,5
4,3,4,2,2,4,5,4,3,3,3,4,5,3,3,3,4,3,5,4
2,3,5,3,3,3,5,2,1,4,3,3,3,4,5,2,3,3,2,3
5,2,2,5,5,3,5,4,5,2,4,5,5,5,3,4,4,3,5,5
2,1,2,2,1,2,2,3,3,2,1,3,3,3,3,1,1,2,3,1
2,1,2,4,1,3,2,2,1,2,3,1,2,1,1,3,3,4,1,1
1,3,2,2,2,2,1,3,1,1,2,2,1,2,2,2,3,4,3,3
5,4,4,3,5,4,5,5,4,5,2,4,4,3,3,4,5,3,3,4
3,3,5,2,2,1,2,3,1,3,2,4,2,3,4,3,1,3,4,3
3,4,2,4,4,4,3,3,3,5,3,3,3,4,5,4,4,4,3,3
3,2,4,3,2,4,2,3,2,2,4,3,2,4,4,3,4,4,4,3
3,3,2,3,1,4,3,3,2,3,5,2,1,3,3,2,2,3,2,2
1,4,4,4,3,2,1,4,3,3,2,2,2,2,2,2,1,4,4,1
3,2,1,1,1,2,1,1,2,3,1,2,2,1,1,2,2,2,1,1
2,3,3,1,2,3,1,2,2,3,2,1,1,1,4,3,2,1,3,2
3,1,1,2,2,3,2,2,1,1,4,2,1,2,2,1,2,2,2,1
4,4,3,3,3,5,5,4,4,5,2,5,4,5,4,4,4,3,4,4
2,3,1,3,2,1,3,2,5,3,2,2,2,1,3,2,2,3,2,4
2,3,3,4,4,5,3,4,4,5,3,4,4,5,2,4,5,4,3,3
3,5,4,3,5,2,3,4,4,3,4,4,4,5,4,5,5,5,4,5
3,5,3,2,1,4,4,4,3,3,3,3,2,3,2,2,4,4,1,3
4,2,4,3,2,5,2,3,3,5,3,3,4,4,1,3,4,2,4,3
1,2,1,1,1,1,3,1,1,1,3,1,2,1,2,1,1,3,1,1
4,1,3,3,1,1,1,4,3,2,2,1,3,1,2,2,1,3,3,2
4,3,2,2,2,4,4,2,3,2,5,3,4,4,3,3,3,3,3,4
2,2,4,3,3,4,3,2,3,4,4,2,3,4,4,3,3,2,3,3
3,3,3,3,2,4,2,3,3,2,1,2,3,2,2,1,2,1,5,3
5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5
2,3,2,3,2,2,2,2,2,2,3,2,3,4,2,2,3,3,3,2
4,4,3,3,2,4,2,3,4,4,2,3,1,3,3,3,3,2,2,3
5,3,2,5,5,4,4,3,4,4,4,4,4,3,3,3,4,2,3,5
2,3,1,3,2,2,3,1,3,4,4,3,2,2,4,2,5,4,3,4
2,4,3,1,5,3,2,3,1,2,3,3,2,1,3,4,1,1,3,4
3,5,4,5,3,4,4,5,5,4,4,4,4,4,3,2,3,3,4,3
5,5,3,5,5,5,5,5,5,5,4,5,3,5,5,5,3,4,2,5
1,3,3,5,2,3,3,4,5,3,2,2,4,3,3,3,3,4,3,4
1,3,4,3,5,4,3,4,4,2,4,3,5,4,4,3,4,3,5,4
4,4,1,5,2,4,4,3,4,2,4,2,3,3,5,3,3,4,3,4
5,4,5,5,4,4,2,4,3,3,4,4,3,4,3,4,4,4,3,4
1,3,3,2,2,3,2,1,3,2,3,3,1,1,2,2,1,3,2,1
5,5,4,5,5,4,5,4,4,4,5,5,4,5,5,5,5,5,5,5
2,3,2,2,2,3,2,2,2,2,4,1,2,2,2,1,1,1,3,3
3,3,2,4,1,1,1,1,2,1,1,1,1,3,1,3,1,1,2,2
3,3,3,2,1,3,3,3,3,4,3,2,3,1,3,3,3,2,2,1
3,4,2,3,3,3,4,3,2,3,2,4,4,5,4,3,4,2,2,2
3,5,4,4,4,4,4,5,4,5,5,5,4,4,3,4,5,5,4,5
5,4,5,4,4,2,5,5,4,4,4,5,5,5,4,5,4,3,5,3
3,3,4,2,2,1,2,3,3,3,3,4,3,3,3,3,2,3,4,2
1,1,3,3,2,1,1,2,2,2,1,1,1,1,2,2,3,1,1,1
2,1,1,2,2,1,3,1,1,2,3,3,3,2,4,2,5,2,1,1
3,4,3,2,2,3,4,2,3,2,3,2,3,1,2,4,3,1,3,2
5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1
4,4,4,5,2,5,5,3,3,5,4,4,5,5,3,4,4,3,3,4
4,4,5,2,4,2,3,3,3,3,4,2,2,2,2,3,2,3,3,1
5,5,4,5,4,5,5,5,4,4,4,5,5,4,4,5,4,4,5,4
3,3,2,1,2,4,1,2,1,3,4,3,1,3,1,1,1,2,2,2
5,3,2,4,5,4,5,4,2,4,2,2,5,4,3,4,4,4,3,2
2,4,2,3,3,2,2,1,2,2,2,2,2,3,2,2,3,1,1,1
3,4,3,4,4,3,5,3,4,3,2,5,4,4,3,3,4,4,5,3
5,5,3,4,5,4,4,4,3,4,4,5,5,3,3,5,5,4,4,4
5,5,5,5,4,5,4,5,5,5,5,4,5,4,5,5,5,5,5,4
5,2,3,4,5,5,4,4,2,3,4,5,5,5,3,3,4,4,4,4
3,5,4,5,5,4,4,5,5,5,5,4,5,3,5,5,5,3,5,5
5,4,5,4,4,3,4,2,4,3,4,4,5,5,4,5,3,3,4,3
4,2,4,5,2,2,4,3,2,4,1,3,4,2,3,1,4,2,2,2
3,3,4,2,4,3,3,4,4,3,2,2,3,2,2,3,3,5,5,3
1,1,2,3,1,2,4,3,1,3,2,2,3,1,2,1,1,1,2,2
4,3,3,5,4,2,3,5,4,3,3,1,2,3,3,2,3,3,3,3
3,2,3,3,5,3,4,5,3,5,5,2,5,4,5,4,4,5,5,4
4,4,4,2,3,5,2,2,1,2,3,4,3,1,5,3,3,5,4,1
4,3,4,2,5,4,4,3,3,3,3,4,4,3,3,2,3,5,2,3
3,3,1,2,2,2,1,1,2,2,2,3,2,4,4,2,2,3,1,1
1,1,3,4,4,1,5,4,3,1,2,3,2,2,1,2,4,3,3,3
3,2,2,3,3,1,2,4,3,1,4,2,4,4,3,1,2,1,4,2
3,3,4,4,2,4,4,4,5,3,3,3,3,3,4,3,2,3,3,3
1,3,1,1,3,3,2,1,4,1,2,3,3,3,3,1,2,3,2,3
5,2,4,3,3,4,4,3,4,3,4,5,3,3,4,1,4,5,4,1
3,1,3,2,1,3,1,3,2,3,1,3,2,3,2,2,1,2,3,1
5,5,5,5,5,5,3,4,5,5,4,5,5,3,4,5,4,4,5,5
4,4,2,3,5,4,5,4,4,3,4,3,5,4,2,2,5,3,4,3
1,3,4,1,2,1,3,2,2,2,3,4,4,4,3,3,2,1,3,3
3,4,2,3,3,3,5,5,4,4,4,1,3,2,3,4,4,5,3,4
3,1,2,2,1,4,3,2,3,2,2,4,3,4,2,3,2,4,3,3
3,4,3,2,1,3,4,3,3,3,5,3,3,3,4,4,5,2,4,4
4,3,2,2,1,2,5,4,2,4,2,2,2,3,4,3,3,2,4,4
4,1,2,2,1,1,3,1,1,2,1,3,1,1,2,2,2,3,3,1
2,2,3,1,3,3,3,2,2,1,1,1,2,3,1,3,1,2,3,2
3,4,3,1,2,4,2,4,3,3,4,4,3,2,4,3,3,3,5,4
5,5,5,5,4,5,5,4,3,3,5,5,4,3,5,5,5,3,5,5
4,3,5,5,4,5,5,3,3,3,4,4,3,4,3,4,5,4,4,2
1,3,1,3,1,3,3,4,2,1,2,1,2,1,2,3,4,3,3,1
4,3,4,3,4,5,3,4,5,3,5,4,5,3,5,5,4,5,5,3
2,3,2,3,3,2,2,3,2,2,4,2,3,5,3,3,2,3,4,4
2,4,3,4,4,3,4,5,4,3,2,3,4,3,4,3,3,1,3,3
5,4,3,2,2,4,3,3,2,5,2,2,3,4,4,4,4,3,5,4
5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5
1,3,3,4,2,2,2,1,1,1,2,1,4,1,2,2,1,1,2,1
4,5,3,2,4,4,3,3,3,1,3,4,3,4,3,3,4,2,2,3
1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2
4,3,4,1,3,3,3,2,4,5,2,4,2,5,2,4,4,5,3,3
5,5,3,2,5,4,4,4,5,5,3,5,4,5,4,4,4,5,3,5
5,4,5,5,5,5,5,5,4,3,5,5,5,2,2,5,5,4,4,5
1,1,1,1,1,2,1,1,3,2,1,2,1,2,1,1,2,1,2,3
3,3,4,4,3,3,3,3,4,5,2,2,4,2,3,3,5,3,2,5
5,5,5,4,5,3,4,4,4,3,5,5,4,5,5,5,5,4,4,4
1,1,3,2,4,3,1,1,3,1,4,2,1,3,1,3,3,2,3,2
4,3,3,2,4,1,3,3,3,2,2,3,1,2,4,3,2,4,1,2
1,4,3,3,2,2,3,3,4,2,3,3,2,2,2,3,1,3,4,2
3,3,5,3,3,4,5,4,3,3,4,3,3,3,1,4,3,4,3,4
3,4,2,4,3,3,3,5,4,5,5,3,3,4,2,4,2,4,5,2
5,5,3,4,4,5,5,5,4,4,4,5,4,3,5,5,5,3,3,5
3,4,3,4,3,2,3,1,3,3,2,2,3,5,3,2,4,3,2,1
3,4,3,2,5,3,5,2,4,3,4,3,2,5,3,5,3,3,3,2
5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
3,2,2,1,3,5,4,3,5,2,2,3,3,2,3,3,4,3,3,3
3,4,3,4,3,4,5,3,2,5,4,3,3,4,2,3,4,3,4,2
3,2,3,2,1,2,2,1,1,1,1,2,1,4,3,1,3,1,2,2
4,3,5,4,4,2,4,4,3,3,2,3,4,2,4,4,3,2,4,3
2,3,4,1,3,3,2,2,3,2,3,3,3,3,3,3,4,3,4,4
4,2,1,2,1,4,3,3,4,4,3,1,3,2,2,3,3,2,2,3
1,3,3,1,2,4,1,4,1,2,1,3,1,2,2,2,2,2,2,2
2,4,2,2,2,3,3,1,2,3,3,3,2,3,3,4,4,3,3,3
3,2,2,1,3,2,3,2,3,2,1,3,3,1,3,3,5,2,1,4
1,1,3,2,3,2,3,3,2,1,3,5,3,2,1,3,4,3,1,2
3,5,5,5,5,4,5,3,3,5,4,4,5,4,3,5,3,3,5,4
5,3,4,5,4,5,5,3,3,5,5,3,3,4,3,4,4,5,3,5
2,4,2,1,2,1,4,2,3,2,3,3,2,3,1,2,3,2,3,3
3,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,4,1,4,2
2,4,3,3,4,2,2,2,1,1,4,3,3,1,2,1,1,2,3,4
3,3,3,3,3,1,3,2,3,3,3,1,2,1,3,1,3,3,3,4
4,3,4,2,1,4,4,3,3,4,4,4,2,3,3,1,4,1,3,3
2,4,3,3,1,2,1,4,3,1,3,2,2,3,4,1,4,1,4,3
5,5,4,4,5,5,5,5,5,3,5,3,5,5,2,4,5,3,4,5
2,3,3,3,1,3,1,2,5,2,4,3,2,3,2,3,3,4,4,3
5,2,1,2,2,5,2,1,2,2,2,1,4,2,3,1,1,2,3,1
3,4,4,4,2,2,4,3,4,2,3,4,2,3,3,3,2,4,1,2
2,1,3,3,3,1,2,4,1,3,4,1,3,1,2,1,2,2,1,2
3,4,4,4,4,4,2,4,4,3,3,3,4,1,5,4,2,5,2,4
3,2,3,4,1,2,2,3,3,3,5,2,5,3,3,2,2,4,4,3
5,3,1,4,4,3,5,3,4,2,3,4,3,3,5,4,3,3,4,3
1,2,1,1,2,2,1,3,1,2,3,1,1,1,1,1,1,1,1,1
3,2,4,2,3,3,3,2,2,3,3,4,3,1,2,2,2,3,4,1
4,4,3,4,2,3,3,3,3,3,2,3,2,2,3,4,4,5,3,2
1,2,2,2,1,2,1,1,1,1,3,2,1,3,2,3,1,3,1,2
5,5,3,5,5,4,4,4,3,3,5,5,3,3,5,4,3,5,3,4
2,5,4,3,5,4,3,5,4,3,4,3,3,4,5,4,3,4,5,3
5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,3,5,5
3,4,3,3,4,4,4,3,2,1,3,4,3,5,1,3,3,2,3,2
4,5,3,4,4,3,2,3,2,3,5,4,1,3,4,3,4,2,4,4
1,3,5,4,3,3,4,2,2,4,2,1,3,5,3,3,2,3,2,3
4,2,3,4,3,5,3,3,4,2,2,3,3,4,5,2,3,2,4,2
2,1,1,1,3,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1
1,3,3,1,1,1,1,2,2,1,2,2,2,1,3,1,3,1,1,2
2,5,3,2,2,3,2,3,3,3,3,4,2,3,3,3,4,2,2,2
3,1,3,3,4,3,2,3,4,2,2,2,3,2,2,2,1,2,2,2
4,3,2,2,2,3,5,3,3,1,5,3,3,3,3,1,5,5,4,3
1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1
1,2,1,3,1,1,1,2,2,1,4,2,2,1,2,1,2,1,1,2
3,2,2,2,1,3,3,1,4,2,1,3,3,1,1,1,1,4,1,3
3,4,5,5,3,4,3,4,4,5,5,2,4,3,4,3,4,3,4,4
3,5,3,2,4,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1
3,1,2,2,2,3,1,5,2,4,2,3,1,3,1,1,4,2,2,3
2,4,1,2,4,1,2,3,1,4,3,4,3,1,2,1,3,1,2,3
2,5,4,3,1,4,1,1,1,4,4,3,4,2,2,3,1,5,2,2
4,3,3,1,3,4,3,2,4,2,5,3,4,2,3,3,4,3,3,3
5,4,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
3,2,1,2,2,3,2,1,1,1,5,2,2,3,1,2,3,1,2,1
2,4,2,2,3,2,3,2,2,2,5,2,2,5,2,2,4,4,3,3
1,2,4,3,2,2,3,2,2,2,2,5,1,2,3,4,2,2,2,2
5,3,5,3,4,4,4,4,5,5,4,4,5,5,5,4,5,5,5,4
2,2,3,2,4,3,4,3,4,2,2,1,2,1,2,1,3,5,1,2
3,1,4,1,2,3,4,2,5,2,3,3,2,5,4,4,2,2,4,2
5,2,2,4,4,4,3,3,5,5,5,3,5,4,5,5,3,4,5,2
2,3,2,1,2,3,1,3,2,2,2,3,3,3,2,3,1,1,3,1
5,5,5,5,5,5,4,5,5,3,5,3,5,5,5,5,4,5,5,5
3,2,5,4,4,3,5,5,3,2,5,3,4,2,5,2,4,3,3,5
3,3,1,3,2,3,1,2,1,1,1,2,1,2,3,2,1,4,1,2
4,1,4,5,2,4,4,4,3,4,3,3,3,2,4,2,2,5,4,4
2,2,3,1,4,4,2,4,3,3,3,1,1,3,2,3,2,4,3,3
2,4,5,3,3,4,2,2,5,2,3,2,3,4,3,3,4,4,5,3
3,1,4,2,2,2,4,2,2,3,4,2,1,2,2,3,2,2,2,5
4,5,2,3,4,4,5,4,5,4,4,5,4,3,3,3,5,5,3,5
2,3,2,1,1,1,1,2,3,3,1,2,2,2,1,1,1,1,1,1
3,2,3,3,4,2,3,2,2,4,4,4,2,3,3,2,3,2,2,3
2,4,4,3,2,2,2,4,1,4,4,3,3,3,1,4,1,2,2,3
